PING\_INLINE 14469.226 11169.614 18415.858
PING\_BULK 15586.59 12989.782 18589.84
SET 16347.488 12284.028 18149.236
GET 15649.352 12536.224 17736.38
INCR 15546.99 12381.886 17038.302
LPUSH 16163.016 12433.562 17536.798
LPOP 15688.006 11980.45 17930.648
SADD 15707.4 13242.332 18335.986
SPOP 16424.414 12325.846 18527.772
MSET 14535.604 11467.122 16035.084
