PING_INLINE 25197.98 18477.398 37725.8
PING_BULK  30013.654 24186.956 39594.812
SET 28218.808 23413.368 38448.472
GET 28214.202 22769.13 39016.798
INCR 29206.076 22488.614 38617.38
LPUSH 27412.536 22681.45 38647.872
LPOP 28543.524 22763.916 38535.038
SADD 28448.082 23344.324 39046.24
SPOP 29164.012 23394.748 39818.132
MSET 24701.312 20471.04 35000.406
