PING_INLINE 27261.05 19501.564 39880.874
PING_BULK 30675.838 25460.018 41887.728
SET 30393.38 24744.408 40517.668
GET 30451.684 25305.508 40862.266
INCR 30267.712 24643.48 40308.46
LPUSH 29080.29 24449.008 41216.036
LPOP 30389.954 24894.838 40339.376
SADD 30668.85 25289.538 40665.014
SPOP 30956.688 24818.816 41982.106
MSET 26262.595 22982.362 37681.776
