DetExec 50 1282284 405283 300001 577000
SchedRep 50 954418 179752 300001 474665
DetExec 100 1872010 526706 420001 925303
SchedRep 100 1182033 191290 420001 570742
DetExec 200 3210040 820682 660000 1729358
SchedRep 200 1869612 193946 660001 1015665
DetExec 400 6069423 1736461 1160001 3172961
SchedRep 400 2928106 196374 1160001 1571731
DetExec 800 8835976 3282211 2160001 3393764
SchedRep 800 4962734 197724 2160001 2605009
