DetExec 50 1335515 343886 300000 691629
SchedRep 50  875369 180062 300001 395306
DetExec 100 1966893 512712 420010 1034171
SchedRep 100 1244571 188898 420001 635672
DetExec 200 3631380 993500 660001 1977879
SchedRep 200 1981954 193986 660005 1127963
DetExec 400 5843304 1838800 1160005 2844499
SchedRep 400 3280039 197532 1160001 1922506
DetExec 800 9433190 3833103 2160001 3440086
SchedRep 800 6820329 197024 2160001 4463304
