DetExec 200 2402306 428468 428460 1545378
SchedRep 200 4436582 1941864 970066 1524652
DetExec 100 1199197 245754 245754 707689
SchedRep 100 2334834 1056980 471049 806805
DetExec 50 698931 200181 200181 298569
SchedRep 50 1242574 515762 239031 487781
