DetExec 200 2508246 490011 490003 1528232
SchedRep 200 4178148 1871746 765995 1540407
DetExec 100 1373050 291731 291731 789588
SchedRep 100 2226074 1025334 399265 801475
DetExec 50 704076 200048 200048 303980
SchedRep 50 1219160 508815 225083 485262
