DetExec 200 2615974 550786 550778 1514410
SchedRep 200 4380000 1920267 931576 1528157
DetExec 100 1357797 278905 278905 799987
SchedRep 100 2368259 1066300 491384 810575
DetExec 50 771943 201331 201331 369281
SchedRep 50 1278157 526599 262647 488911
